START TRANSACTION;
auto commit mode: off
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#31'
	and p_type not like 'LARGE POLISHED%'
	and p_size in (43, 33, 46, 18, 9, 32, 29, 48)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
+------------+---------------------------+--------+--------------+
| p_brand    | p_type                    | p_size | supplier_cnt |
| Brand#34   | ECONOMY PLATED BRASS      |     29 |          408 |
| Brand#34   | ECONOMY PLATED TIN        |     33 |          408 |
| Brand#34   | ECONOMY POLISHED TIN      |     29 |          408 |
| Brand#34   | LARGE BRUSHED TIN         |     32 |          408 |
| Brand#34   | MEDIUM BRUSHED STEEL      |     46 |          408 |
| Brand#34   | MEDIUM BURNISHED STEEL    |     43 |          408 |
| Brand#34   | MEDIUM PLATED NICKEL      |     18 |          408 |
| Brand#34   | MEDIUM PLATED NICKEL      |     43 |          408 |
| Brand#34   | PROMO ANODIZED COPPER     |     46 |          408 |
| Brand#34   | PROMO BRUSHED NICKEL      |     43 |          408 |
| Brand#34   | PROMO PLATED COPPER       |     48 |          408 |
| Brand#34   | PROMO PLATED NICKEL       |     48 |          408 |
| Brand#34   | PROMO POLISHED BRASS      |     18 |          408 |
| Brand#34   | SMALL BRUSHED NICKEL      |      9 |          408 |
| Brand#34   | SMALL BRUSHED NICKEL      |     48 |          408 |
| Brand#34   | SMALL BRUSHED STEEL       |     29 |          408 |
| Brand#34   | SMALL BRUSHED TIN         |     32 |          408 |
| Brand#34   | SMALL BURNISHED STEEL     |     18 |          408 |
| Brand#34   | STANDARD ANODIZED STEEL   |     33 |          408 |
| Brand#34   | STANDARD ANODIZED STEEL   |     48 |          408 |
| Brand#34   | STANDARD BRUSHED NICKEL   |     33 |          408 |
| Brand#34   | STANDARD POLISHED COPPER  |     46 |          408 |
| Brand#35   | ECONOMY ANODIZED NICKEL   |     43 |          408 |
| Brand#35   | ECONOMY ANODIZED TIN      |     48 |          408 |
| Brand#35   | ECONOMY BRUSHED BRASS     |     46 |          408 |
| Brand#35   | ECONOMY BRUSHED STEEL     |     33 |          408 |
| Brand#35   | ECONOMY POLISHED NICKEL   |     33 |          408 |
| Brand#35   | ECONOMY POLISHED NICKEL   |     48 |          408 |
| Brand#35   | LARGE BURNISHED COPPER    |     29 |          408 |
| Brand#35   | LARGE BURNISHED COPPER    |     33 |          408 |
| Brand#35   | LARGE PLATED BRASS        |     18 |          408 |
| Brand#35   | LARGE PLATED BRASS        |     43 |          408 |
| Brand#35   | LARGE PLATED COPPER       |     29 |          408 |
| Brand#35   | MEDIUM ANODIZED COPPER    |     46 |          408 |
| Brand#35   | MEDIUM BURNISHED COPPER   |     32 |          408 |
| Brand#35   | PROMO BRUSHED BRASS       |     29 |          408 |
| Brand#35   | PROMO BRUSHED BRASS       |     46 |          408 |
| Brand#35   | PROMO BRUSHED COPPER      |      9 |          408 |
| Brand#35   | PROMO POLISHED NICKEL     |     33 |          408 |
| Brand#35   | PROMO POLISHED STEEL      |     33 |          408 |
| Brand#35   | SMALL BURNISHED NICKEL    |     33 |          408 |
| Brand#35   | SMALL BURNISHED NICKEL    |     43 |          408 |
| Brand#35   | SMALL PLATED STEEL        |     32 |          408 |
| Brand#35   | STANDARD ANODIZED TIN     |      9 |          408 |
| Brand#35   | STANDARD PLATED BRASS     |      9 |          408 |
| Brand#35   | STANDARD PLATED COPPER    |     32 |          408 |
| Brand#35   | STANDARD PLATED TIN       |     48 |          408 |
| Brand#35   | STANDARD POLISHED STEEL   |     33 |          408 |
| Brand#41   | ECONOMY ANODIZED BRASS    |     33 |          408 |
| Brand#41   | ECONOMY ANODIZED NICKEL   |     48 |          408 |
| Brand#41   | ECONOMY BRUSHED BRASS     |     46 |          408 |
| Brand#41   | ECONOMY BRUSHED TIN       |     46 |          408 |
| Brand#41   | ECONOMY PLATED BRASS      |     33 |          408 |
| Brand#41   | ECONOMY PLATED STEEL      |     29 |          408 |
| Brand#41   | ECONOMY PLATED STEEL      |     48 |          408 |
| Brand#41   | ECONOMY POLISHED BRASS    |     18 |          408 |
| Brand#41   | ECONOMY POLISHED BRASS    |     43 |          408 |
| Brand#41   | ECONOMY POLISHED TIN      |     46 |          408 |
| Brand#41   | LARGE PLATED COPPER       |     33 |          408 |
| Brand#41   | MEDIUM BRUSHED BRASS      |     48 |          408 |
| Brand#41   | MEDIUM BRUSHED COPPER     |     18 |          408 |
| Brand#41   | MEDIUM BRUSHED NICKEL     |     43 |          408 |
| Brand#41   | MEDIUM PLATED COPPER      |     48 |          408 |
| Brand#41   | MEDIUM PLATED NICKEL      |     18 |          408 |
| Brand#41   | MEDIUM PLATED NICKEL      |     43 |          408 |
| Brand#41   | MEDIUM PLATED STEEL       |     46 |          408 |
| Brand#41   | MEDIUM POLISHED COPPER    |     18 |          408 |
| Brand#41   | MEDIUM POLISHED COPPER    |     33 |          408 |
| Brand#41   | MEDIUM POLISHED STEEL     |     33 |          408 |
| Brand#41   | PROMO ANODIZED COPPER     |     29 |          408 |
| Brand#41   | PROMO ANODIZED STEEL      |     18 |          408 |
| Brand#41   | PROMO BRUSHED COPPER      |     43 |          408 |
| Brand#41   | PROMO BRUSHED NICKEL      |     43 |          408 |
| Brand#41   | PROMO BURNISHED BRASS     |     29 |          408 |
| Brand#41   | PROMO PLATED BRASS        |     32 |          408 |
| Brand#41   | PROMO POLISHED COPPER     |     46 |          408 |
| Brand#41   | SMALL ANODIZED COPPER     |     29 |          408 |
| Brand#41   | SMALL BRUSHED BRASS       |     32 |          408 |
| Brand#41   | SMALL BRUSHED STEEL       |     32 |          408 |
| Brand#41   | SMALL BRUSHED TIN         |     29 |          408 |
| Brand#41   | SMALL BURNISHED STEEL     |     32 |          408 |
| Brand#41   | SMALL PLATED COPPER       |     33 |          408 |
| Brand#41   | SMALL PLATED TIN          |     18 |          408 |
| Brand#41   | SMALL POLISHED STEEL      |     32 |          408 |
| Brand#41   | STANDARD ANODIZED COPPER  |     32 |          408 |
| Brand#41   | STANDARD BRUSHED TIN      |     18 |          408 |
| Brand#41   | STANDARD PLATED STEEL     |     43 |          408 |
| Brand#41   | STANDARD POLISHED COPPER  |     43 |          408 |
| Brand#41   | STANDARD POLISHED NICKEL  |      9 |          408 |
| Brand#41   | STANDARD POLISHED NICKEL  |     33 |          408 |
| Brand#41   | STANDARD POLISHED STEEL   |      9 |          408 |
| Brand#41   | STANDARD POLISHED STEEL   |     33 |          408 |
| Brand#42   | ECONOMY ANODIZED BRASS    |     46 |          408 |
| Brand#42   | ECONOMY ANODIZED STEEL    |     33 |          408 |
| Brand#42   | ECONOMY BRUSHED BRASS     |     32 |          408 |
| Brand#42   | ECONOMY BURNISHED COPPER  |     46 |          408 |
| Brand#42   | ECONOMY BURNISHED NICKEL  |     18 |          408 |
| Brand#42   | ECONOMY BURNISHED NICKEL  |     43 |          408 |
| Brand#42   | ECONOMY PLATED BRASS      |     46 |          408 |
| Brand#42   | ECONOMY PLATED STEEL      |     33 |          408 |
| Brand#42   | ECONOMY PLATED TIN        |      9 |          408 |
| Brand#42   | ECONOMY PLATED TIN        |     32 |          408 |
| Brand#42   | LARGE ANODIZED COPPER     |     29 |          408 |
| Brand#42   | LARGE ANODIZED TIN        |     32 |          408 |
| Brand#42   | LARGE BRUSHED BRASS       |     18 |          408 |
| Brand#42   | LARGE BRUSHED COPPER      |      9 |          408 |
| Brand#42   | LARGE BRUSHED NICKEL      |     18 |          408 |
| Brand#42   | LARGE BURNISHED NICKEL    |     32 |          408 |
| Brand#42   | LARGE BURNISHED TIN       |     32 |          408 |
| Brand#42   | LARGE BURNISHED TIN       |     46 |          408 |
| Brand#42   | MEDIUM BRUSHED STEEL      |     32 |          408 |
| Brand#42   | MEDIUM BRUSHED TIN        |     32 |          408 |
| Brand#42   | MEDIUM BURNISHED COPPER   |     48 |          408 |
| Brand#42   | MEDIUM PLATED STEEL       |     43 |          408 |
| Brand#42   | MEDIUM POLISHED TIN       |     48 |          408 |
| Brand#42   | PROMO BRUSHED TIN         |     32 |          408 |
| Brand#42   | SMALL ANODIZED NICKEL     |     43 |          408 |
| Brand#42   | SMALL BRUSHED COPPER      |     33 |          408 |
| Brand#42   | SMALL BRUSHED NICKEL      |     46 |          408 |
| Brand#42   | SMALL BRUSHED STEEL       |     46 |          408 |
| Brand#42   | SMALL BURNISHED NICKEL    |     32 |          408 |
| Brand#42   | SMALL BURNISHED TIN       |     33 |          408 |
| Brand#42   | SMALL PLATED COPPER       |      9 |          408 |
| Brand#42   | SMALL PLATED COPPER       |     29 |          408 |
| Brand#42   | SMALL POLISHED BRASS      |     43 |          408 |
| Brand#42   | SMALL POLISHED STEEL      |     46 |          408 |
| Brand#42   | STANDARD ANODIZED STEEL   |      9 |          408 |
| Brand#42   | STANDARD BRUSHED BRASS    |     46 |          408 |
| Brand#42   | STANDARD BURNISHED NICKEL |     18 |          408 |
| Brand#43   | ECONOMY ANODIZED COPPER   |     46 |          408 |
| Brand#43   | ECONOMY BRUSHED TIN       |     29 |          408 |
| Brand#43   | ECONOMY BURNISHED COPPER  |     18 |          408 |
| Brand#43   | ECONOMY BURNISHED COPPER  |     43 |          408 |
| Brand#43   | ECONOMY BURNISHED NICKEL  |     18 |          408 |
| Brand#43   | ECONOMY BURNISHED STEEL   |      9 |          408 |
| Brand#43   | LARGE ANODIZED TIN        |     29 |          408 |
| Brand#43   | LARGE BRUSHED STEEL       |     18 |          408 |
| Brand#43   | MEDIUM BRUSHED BRASS      |     32 |          408 |
| Brand#43   | MEDIUM BRUSHED TIN        |     43 |          408 |
| Brand#43   | MEDIUM PLATED STEEL       |      9 |          408 |
| Brand#43   | MEDIUM PLATED STEEL       |     18 |          408 |
| Brand#43   | MEDIUM PLATED STEEL       |     46 |          408 |
| Brand#43   | PROMO ANODIZED COPPER     |     33 |          408 |
| Brand#43   | PROMO ANODIZED COPPER     |     46 |          408 |
| Brand#43   | PROMO BRUSHED COPPER      |     18 |          408 |
| Brand#43   | PROMO BURNISHED NICKEL    |     29 |          408 |
| Brand#43   | PROMO PLATED STEEL        |     43 |          408 |
| Brand#43   | SMALL ANODIZED BRASS      |     43 |          408 |
| Brand#43   | SMALL ANODIZED NICKEL     |     29 |          408 |
| Brand#43   | SMALL ANODIZED STEEL      |     32 |          408 |
| Brand#43   | SMALL ANODIZED TIN        |     48 |          408 |
| Brand#43   | SMALL BRUSHED BRASS       |     48 |          408 |
| Brand#43   | SMALL BURNISHED TIN       |      9 |          408 |
| Brand#43   | SMALL PLATED TIN          |     29 |          408 |
| Brand#43   | SMALL POLISHED COPPER     |     43 |          408 |
| Brand#43   | SMALL POLISHED NICKEL     |      9 |          408 |
| Brand#43   | SMALL POLISHED TIN        |     33 |          408 |
| Brand#43   | STANDARD ANODIZED STEEL   |     43 |          408 |
| Brand#43   | STANDARD PLATED COPPER    |      9 |          408 |
| Brand#44   | ECONOMY BURNISHED BRASS   |     43 |          408 |
| Brand#44   | ECONOMY BURNISHED COPPER  |     46 |          408 |
| Brand#44   | ECONOMY POLISHED BRASS    |     43 |          408 |
| Brand#44   | ECONOMY POLISHED NICKEL   |     32 |          408 |
| Brand#44   | ECONOMY POLISHED TIN      |     43 |          408 |
| Brand#44   | LARGE ANODIZED COPPER     |     46 |          408 |
| Brand#44   | LARGE BRUSHED BRASS       |     43 |          408 |
| Brand#44   | LARGE BRUSHED COPPER      |      9 |          408 |
| Brand#44   | LARGE PLATED NICKEL       |     29 |          408 |
| Brand#44   | LARGE PLATED TIN          |     18 |          408 |
| Brand#44   | MEDIUM BURNISHED COPPER   |      9 |          408 |
| Brand#44   | MEDIUM BURNISHED TIN      |     46 |          408 |
| Brand#44   | MEDIUM PLATED STEEL       |     48 |          408 |
| Brand#44   | MEDIUM POLISHED TIN       |     43 |          408 |
| Brand#44   | PROMO BURNISHED NICKEL    |     46 |          408 |
| Brand#44   | SMALL ANODIZED NICKEL     |      9 |          408 |
| Brand#44   | SMALL ANODIZED NICKEL     |     48 |          408 |
| Brand#44   | SMALL ANODIZED TIN        |      9 |          408 |
| Brand#44   | SMALL BURNISHED NICKEL    |     48 |          408 |
| Brand#44   | SMALL BURNISHED TIN       |     29 |          408 |
| Brand#44   | SMALL PLATED BRASS        |     29 |          408 |
| Brand#44   | STANDARD BRUSHED COPPER   |     48 |          408 |
| Brand#44   | STANDARD BRUSHED NICKEL   |      9 |          408 |
| Brand#44   | STANDARD BRUSHED STEEL    |      9 |          408 |
| Brand#44   | STANDARD BURNISHED BRASS  |     29 |          408 |
| Brand#44   | STANDARD BURNISHED COPPER |     18 |          408 |
| Brand#44   | STANDARD POLISHED BRASS   |     48 |          408 |
| Brand#44   | STANDARD POLISHED NICKEL  |     33 |          408 |
| Brand#44   | STANDARD POLISHED NICKEL  |     46 |          408 |
| Brand#44   | STANDARD POLISHED STEEL   |     43 |          408 |
| Brand#44   | STANDARD POLISHED TIN     |     29 |          408 |
| Brand#45   | ECONOMY BRUSHED BRASS     |     18 |          408 |
| Brand#45   | ECONOMY BRUSHED NICKEL    |     33 |          408 |
| Brand#45   | ECONOMY BRUSHED STEEL     |      9 |          408 |
| Brand#45   | LARGE ANODIZED BRASS      |     33 |          408 |
| Brand#45   | LARGE ANODIZED TIN        |     46 |          408 |
| Brand#45   | LARGE BRUSHED NICKEL      |     43 |          408 |
| Brand#45   | LARGE BRUSHED TIN         |     33 |          408 |
| Brand#45   | LARGE BURNISHED TIN       |     33 |          408 |
| Brand#45   | LARGE PLATED BRASS        |     32 |          408 |
| Brand#45   | LARGE PLATED STEEL        |     43 |          408 |
| Brand#45   | MEDIUM ANODIZED COPPER    |     43 |          408 |
| Brand#45   | MEDIUM ANODIZED NICKEL    |     43 |          408 |
| Brand#45   | MEDIUM BRUSHED COPPER     |     46 |          408 |
| Brand#45   | MEDIUM BRUSHED STEEL      |     46 |          408 |
| Brand#45   | MEDIUM BURNISHED TIN      |     32 |          408 |
| Brand#45   | MEDIUM BURNISHED TIN      |     43 |          408 |
| Brand#45   | MEDIUM PLATED NICKEL      |     29 |          408 |
| Brand#45   | MEDIUM POLISHED NICKEL    |     29 |          408 |
| Brand#45   | MEDIUM POLISHED STEEL     |     33 |          408 |
| Brand#45   | PROMO ANODIZED NICKEL     |     33 |          408 |
| Brand#45   | PROMO ANODIZED TIN        |     43 |          408 |
| Brand#45   | PROMO BRUSHED STEEL       |     43 |          408 |
| Brand#45   | PROMO PLATED STEEL        |     48 |          408 |
| Brand#45   | PROMO POLISHED NICKEL     |     48 |          408 |
| Brand#45   | PROMO POLISHED TIN        |     46 |          408 |
| Brand#45   | SMALL BRUSHED COPPER      |     48 |          408 |
| Brand#45   | SMALL BRUSHED STEEL       |     32 |          408 |
| Brand#45   | SMALL POLISHED COPPER     |     43 |          408 |
| Brand#45   | SMALL POLISHED STEEL      |     48 |          408 |
| Brand#45   | STANDARD ANODIZED BRASS   |     29 |          408 |
| Brand#45   | STANDARD BRUSHED BRASS    |     18 |          408 |
| Brand#45   | STANDARD BRUSHED BRASS    |     29 |          408 |
| Brand#45   | STANDARD BRUSHED COPPER   |     18 |          408 |
| Brand#45   | STANDARD BURNISHED BRASS  |     46 |          408 |
| Brand#45   | STANDARD BURNISHED NICKEL |     18 |          408 |
| Brand#45   | STANDARD PLATED BRASS     |     32 |          408 |
| Brand#51   | ECONOMY ANODIZED TIN      |     32 |          408 |
| Brand#51   | ECONOMY ANODIZED TIN      |     33 |          408 |
| Brand#51   | ECONOMY BRUSHED COPPER    |     48 |          408 |
| Brand#51   | ECONOMY BURNISHED STEEL   |     33 |          408 |
| Brand#51   | ECONOMY BURNISHED STEEL   |     43 |          408 |
| Brand#51   | ECONOMY PLATED STEEL      |     48 |          408 |
| Brand#51   | LARGE ANODIZED BRASS      |     46 |          408 |
| Brand#51   | LARGE BURNISHED COPPER    |     48 |          408 |
| Brand#51   | LARGE PLATED NICKEL       |     18 |          408 |
| Brand#51   | MEDIUM ANODIZED COPPER    |     48 |          408 |
| Brand#51   | MEDIUM ANODIZED NICKEL    |     32 |          408 |
| Brand#51   | MEDIUM PLATED TIN         |     32 |          408 |
| Brand#51   | PROMO ANODIZED COPPER     |     43 |          408 |
| Brand#51   | PROMO BRUSHED NICKEL      |     32 |          408 |
| Brand#51   | PROMO PLATED TIN          |     18 |          408 |
| Brand#51   | PROMO POLISHED COPPER     |     18 |          408 |
| Brand#51   | SMALL ANODIZED COPPER     |      9 |          408 |
| Brand#51   | SMALL ANODIZED TIN        |     46 |          408 |
| Brand#51   | SMALL BRUSHED NICKEL      |      9 |          408 |
| Brand#51   | SMALL BURNISHED BRASS     |     43 |          408 |
| Brand#51   | SMALL BURNISHED TIN       |     18 |          408 |
| Brand#51   | SMALL PLATED NICKEL       |      9 |          408 |
| Brand#51   | SMALL POLISHED BRASS      |     18 |          408 |
| Brand#51   | STANDARD BRUSHED COPPER   |      9 |          408 |
| Brand#51   | STANDARD BURNISHED COPPER |     18 |          408 |
| Brand#51   | STANDARD BURNISHED COPPER |     48 |          408 |
| Brand#51   | STANDARD PLATED BRASS     |     48 |          408 |
| Brand#51   | STANDARD PLATED COPPER    |     46 |          408 |
| Brand#52   | ECONOMY PLATED STEEL      |      9 |          408 |
| Brand#52   | ECONOMY PLATED STEEL      |     43 |          408 |
| Brand#52   | ECONOMY PLATED TIN        |      9 |          408 |
| Brand#52   | ECONOMY PLATED TIN        |     29 |          408 |
| Brand#52   | ECONOMY POLISHED COPPER   |     18 |          408 |
| Brand#52   | LARGE BRUSHED NICKEL      |     29 |          408 |
| Brand#52   | LARGE BRUSHED STEEL       |     33 |          408 |
